term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
395-02-40,Cherenkov radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-40,,"Cerenkov-Strahlung, f",Cherenkov radiation,"radiación Cerenkov, f","rayonnement Cerenkov, m",radiazione Cerenkov,チェレンコフ放射,체르코프 복사체르코프 방사,"promieniowanie Czerenkowa, n",radiação Cerenkov,切连科夫辐射
395-02-41,generator of radioactive aerosols,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-41,,"Generator für radioaktive Aerosole, m",generator of radioactive aerosols,"generador de aerosoles radiactivos, m","générateur d’aérosols radioactifs, m",generatore di aerosol radioattivi,放射性エーロゾル発生機,방사성 연무 발생기방사성 에오로솔 발생기,"generator aerozoli promieniotwórczych, m",gerador de aerossóis radioativos,放射性气溶胶发生器
395-02-42,nuclear disintegration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-42,,"Kernzerfall, m",nuclear disintegration,"desintegración nuclear, f","désintégration nucléaire, f",disintegrazione nucleare,核壊変,핵 붕괴,"rozpad jądrowy, m",desintegração nuclear,核蜕变
395-02-43,nuclear transition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-43,,"Kernübergang, m",nuclear transition,"transición nuclear, f","transition nucléaire, f",transizione nucleare,核遷移,핵 전이,"przejście jądrowe, n",transição nuclear,核跃迁
395-02-44,spontaneous fission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-44,,"Spontanspaltung, f",spontaneous fission,"fisión espontánea, f","fission spontanée, f",fissione spontanea,自発核分裂,자발 핵 분열,"rozszczepienie samorzutne, n",fissão espontânea,自发裂变
395-02-45,thermal fission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-45,,"thermische Spaltung, f",thermal fission,"fisión térmica, f","fission thermique, f",fissione termica,熱中性子核分裂,열중성자 핵 분열,"rozszczepienie termiczne, n",fissão térmica,热裂变
395-02-46,fast fission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-46,,"schnelle Spaltung, f",fast fission,"fisión por neutrones rápidos, f","fission par neutrons rapides, f",fissione veloce,高速核分裂高速中性子核分裂,고속 핵 분열고속 중성자 핵 분열,"rozszczepienie neutronami prędkimi, n",fissão por neutrões rápidos,快裂变
395-02-47,thermonuclear fusion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-47,,"Kernfusion, fKernverschmelzung, f",thermonuclear fusion,"fusión termonuclear, f","fusion thermonucléaire, f",fusione termonucleare,熱核融合,열핵 융합,"synteza termojądrowa, ffuzja termojądrowa, f",fusão termonuclear,热核聚变
395-02-48,crossover gamma ray,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-48,,"Crossover-Gammastrahl, m",crossover gamma ray,"radiación gamma de ligadura, f","rayon gamma de liaison, m",raggio gamma di crossover,クロスオーバγ線,교차형 감마선,"przejście gamma typu crossover, n",raio gama de cruzamento,交越γ射线渡越γ射线
395-02-49,adiabatic compression,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-49,,"adiabatische Verdichtung, f",adiabatic compression,"compresión adiabática, f","compression adiabatique, f",compressione adiabatica,断熱圧縮,단열 압축,"sprężanie adiabatyczne, n",compressão adiabática,绝热压缩
395-02-50,breakeven,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-50,,"Break-even-Punkt, mGewinnschwelle, f",breakeven,"ruptura, f","breakeven, m",punto di equilibrio,プラズマ臨界点,플라스마 임계점,"próg krytyczny,  mstan zrównoważony,  m",nivelamento,得失平衡
395-02-51,collisional plasma,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-51,,"Stoß-Plasma, n",collisional plasma,"plasma colisional, f","plasma collisionnel, m",plasma di collisione,衝突プラズマ,충돌 플라스마,"plazma zderzeniowa, f",plasma colisional,碰撞等离子体
395-02-52,fusion cross-section,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-52,,"Fusionsreaktionsquerschnitt, m",fusion cross-section,"sección eficaz de fusión, f","section efficace de fusion, f",sezione efficace di fusione,核融合断面積,핵 융합 단면적,"przekrój czynny na reakcję syntezy, m",secção eficaz de fusão,聚变截面
395-02-53,plasma frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-53,,"Plasma-Frequenz, f",plasma frequency,"frecuencia de plasma, f","fréquence de plasma, f",frequenza del plasma,プラズマ周波数,플라스마 주파수,"częstotliwość plazmowa, f",frequência de plasma,等离子体频率
395-02-54,Q factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-54,,"Q-Faktor, mVerstärkungsfaktor des Plasmas, m",Q factoramplification factor of the plasma,"factor Q, mfactor de amplificación del plasma, m","facteur Q, mfacteur d’amplification du plasma, m",fattore Qfattore di amplificazione del plasma,Q因子,큐 인자,"czynnik Q, mwspółczynnik wzmocnienia plazmy, m",fator de qualidade,Q因数等离子体放大因数
395-02-55,"tisue equivalent, <for beta radiation>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-55,,"Gewebeäquivalenz,  f","tisue equivalent, <for beta radiation>","tejido equivalente, m","équivalence au tissu, <pour le rayonnement bêta> f",tessuto equivalente,"組織等価, ＜β線に対する＞","조직 등가, <베타선 방사>","równoważnik tkanki,  m","equivalência ao tecido,","组织等效性, <β辐射>"
395-02-56,internal conversion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-56,,"innere Konversion, f",internal conversion,"conversión interna, f","conversion interne, f",conversione interna,内部転換,내부 변환,"konwersja wewnętrzna, f",conversão interna,内转换
395-02-57,internal conversion coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-57,,"innerer Konversionskoeffizient, m",internal conversion coefficient,"coeficiente de conversión interna, m","coefficient de conversion interne, m",coefficiente di conversione interna,内部転換係数,내부 변환 계수,"współczynnik konwersji wewnętrznej, m",coeficiente de conversão interna,内转换系数
395-02-58,nuclear reaction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-58,,"Kernreaktion, f",nuclear reaction,"reacción nuclear, f","réaction nucléaire, f",reazione nucleare,核反応,핵 반응,"reakcja jądrowa, f",reação nuclear,核反应
395-02-59,nuclear chain reaction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-59,,"nukleare Kettenreaktion, f",nuclear chain reaction,"reacción nuclear en cadena, f","réaction nucléaire en chaîne, f",reazione nucleare a catena,原子核連鎖反応,핵 연쇄반응,"reakcja łańcuchowa, f",reação nuclear em cadeia,链式核反应
395-02-60,ionization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-60,تأين,"Ionisation, fIonisierung, f",ionization,"ionización, f","ionisation, f",ionizzazione,イオン化,이온화,"jonizacja, f",ionização,电离
395-02-61,activation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-61,,"Aktivierung, f",activation,"activación, f","activation, f",attivazione,放射化,활성화,"aktywacja, f",ativação,活化
395-02-62,scattering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-62,,"Streuung, f",scattering,"dispersión, f","diffusion, f",deviazionediffusione,散乱,산란,"rozpraszanie, n",difusão,散射
395-02-63,coherent scattering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-63,,"kohärente Streuung, f",coherent scattering,"dispersión coherente, f","diffusion cohérente, f",diffusione coerente,干渉性散乱,간섭성 산란,"rozpraszanie spójne, n",difusão coerente,相干散射
395-02-64,incoherent scattering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-64,,"inkohärente Streuung, f",incoherent scattering,"dispersión incoherente, f","diffusion incohérente, f",diffusione incoerente,非干渉性散乱,비간섭성 산란,"rozpraszanie niespójne, n",difusão incoerente,非相干散射
395-02-65,Auger effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-65,,"Auger-Effekt, m",Auger effect,"efecto Auger, m","effet Auger, m",effetto Auger,オージェ効果,오제 효과,"efekt Augera, m",efeito Auger,俄歇效应
395-02-66,induced radioactivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-66,,"induzierte Radioaktivität, f",induced radioactivity,"radioactividad inducida, f","radioactivité induite, f",attivazioneradioattività indotta,誘導放射能,유도 방사능,"radioaktywność wzbudzona, f",ativação,感生放射性
395-02-67,nuclear fission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-67,,"Kernspaltung, fSpaltung, f",nuclear fission,"fisión nuclear, ffisión, f","fission nucléaire, ffission, f",fissione nucleare,核分裂,핵 분열,"rozszczepienie jądrowe, n",fissão nuclear,核裂变
395-02-68,gas multiplication,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-02-68,,"Gasverstärkung, f",gas multiplication,"multiplicación en gas, f","multiplication dans le gaz, f",moltiplicazione nel gas,気体増幅,가스 증폭,"wzmocnienie gazowe, n",multiplicação no gás,气体放大
395-03-01,scintillation detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-01,,"Szintillationsdetektor, m",scintillation detector,"detector de centelleo, m","détecteur à scintillation, m",rivelatore a scintillazione,シンチレーション検出器,섬광 검출기,"detektor scyntylacyjny, m",detetor de cintilação,闪烁探测器
395-03-02,air-equivalent scintillation detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-02,,"luftäquivalenter Szintillationsdetektor, m",air-equivalent scintillation detector,"detector de centelleo equivalente en aire, m","détecteur à scintillation équivalent air, m",rivelatore a scintillazione equivalente all'aria,空気等価シンチレーション検出器,공기 등가 섬광 검출기공기 등가 신틸레이션 검출기,"detektor scyntylacyjny równoważny powietrzu, m",detetor de cintilação equivalente-ar,空气等效闪烁探测器
395-03-03,tissue equivalent scintillation detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-03,,"gewebeäquivalenter Szintillationsdetektor, m",tissue equivalent scintillation detector,"detector de centelleo equivalente al tejido, m","détecteur à scintillation équivalent tissu, m",rivelatore a scintillazione equivalente al tessuto,組織等価シンチレーション検出器,조직 등가형 섬광 검출기,"detektor scyntylacyjny równoważny tkance, m",detetor de cintilação equivalente-tecido,生物组织等效闪烁探测器
395-03-04,thermoluminescent detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-04,,"Thermolumineszenzdetektor, mTLD, m",thermoluminescent detectorTLD,"detector termoluminiscente, mTLD, m","détecteur thermoluminescent, mTLD, m",rivelatore a termoluminescenza,熱ルミネセンス検出器,열 발광 검출기열루미네슨스 검출기,"detektor termoluminescencyjny, mTLD,",detetor termoluminescente,热释光探测器TLD
395-03-05,photoluminescent detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-05,,"Photolumineszenzdetektor, m",photoluminescent detector,"detector fotoluminiscente, m","détecteur photoluminescent, m",rivelatore a fotoluminescenza,光ルミネセンス検出器,광 발광 검출기광루미네슨스 검풀기,"detektor fotoluminescencyjny, m",detetor fotoluminescente,光致发光探测器
395-03-06,ionization detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-06,,"Ionisationsdetektor, m",ionization detector,"detector de ionización, m","détecteur à ionisation, m",rivelatore a ionizzazione,電離検出器,이온화 검출기,"detektor jonizacyjny, m",detetor de ionização,电离探测器
395-03-07,ionization chamber,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-07,,"Ionisationskammer, f",ionization chamberion chamber,"cámara de ionización, f","chambre d’ionisation, f",camera di ionizzazione,電離箱,이온화 실이온화 방,"komora jonizacyjna, f",câmara de ionização,电离室
395-03-08,pulse ionization detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-08,,"Impulsionisationsdetektor, m",pulse ionization detector,"detector de ionización de pulso, m","détecteur impulsionnel à ionisation, m",rivelatore di ionizzazione ed impulsi,パルス電離検出器,펄스 이온화 검출기,"detektor impulsowy jonizacyjny, m",detetor de impulsos de ionização,脉冲电离探测器
395-03-09,grid ionization chamber,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-09,,"Gitterionisationskammer, f",grid ionization chamber,"cámara de ionización de rejilla, f","chambre d’ionisation à grille, f",camera di ionizzazione a griglia,グリッド電離箱,그리드 이온화 실그리드 이온화 방,"komora jonizacyjna z siatką, f",câmara de ionização de grelha,屏栅电离室
395-03-10,boron trifluoride ionization chamber,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-10,,"Bortrifluorid-Ionisationskammer, f",boron trifluoride ionization chamber,"cámara de ionización de trifluoruro de boro, f","chambre d’ionisation à trifluorure de bore, f",camera di ionizzazione a trifluoruro di boro,ＢＦ３電離箱,붕소 이온화 실붕소 이온화 방,"komora jonizacyjna wypełniona trójfluorkiem boru, f",câmara de ionização de trifluoreto de boro,三氟化硼电离室
